RUN_ID;Experiment_ID;abrasion0;abrasion1;abrasion2;abrasion3
853;4;0.0799619432060087;0.070041696790778;0.0889131973731774;0.0889131973731774
853;1;0.1117843013214443;0.0978293067437843;0.1359149696750612;0.1359149696750612
853;2;0.1502596949431658;0.1223390368317468;0.1716453036510423;0.1716453036510423
853;3;0.1050295969393902;0.0829379543720126;0.1246014831104149;0.1246014831104149
845;5;0.1312382013897256;0.0960946599991967;0.1527116720890067;0.1527116720890067
845;2;0.0830866921717476;0.0817323623328111;0.0892859832509941;0.0892859832509941
845;7;0.1430763495601879;0.1234561392938908;0.1685381270835843;0.1685381270835843
845;8;0.1216035064465598;0.0895953829778688;0.1411446409205928;0.1411446409205928
845;1;0.1185019781499779;0.1128844589709603;0.1461163744627867;0.1461163744627867
845;9;0.0927100905731614;0.0739339830100012;0.1050032383419689;0.1050032383419689
845;3;0.1302848987829859;0.1177551512230389;0.1570859440896493;0.1570859440896493
845;6;0.1007758213841025;0.0737501004137044;0.1357179077800538;0.1357179077800538
845;4;0.1549370908141543;0.1255685926015182;0.190031052938105;0.190031052938105
845;10;0.063508530144194;0.0711682130377154;0.0646865084146684;0.0646865084146684
851;4;0.0928688697433425;0.0730873699642527;0.1074533327308511;0.1074533327308511
851;1;0.1103283026067397;0.0979046170221311;0.1475209111539543;0.1475209111539543
851;2;0.1362149556171426;0.1174313170261477;0.1606569064545929;0.1606569064545929
851;3;0.0985522854159135;0.0927245250431779;0.1152523396393139;0.1152523396393139
842;5;0.1317936146925332;0.0976655068883801;0.1690420783628549;0.1690420783628549
842;2;0.1623451118608667;0.1453745682210708;0.1968052124753986;0.1968052124753986
842;7;0.0675746575892677;0.0775746073824155;0.0861775515122303;0.0861775515122303
842;8;0.0456486976342531;0.0396816132465758;0.0602231192513154;0.0602231192513154
842;1;0.0768748493794433;0.0679625055227537;0.0926027734265172;0.0926027734265172
842;9;0.0539422420371932;0.0487765845282564;0.073928962324778;0.073928962324778
842;3;0.1046009559384664;0.0752676025223922;0.1257844820661124;0.1257844820661124
842;6;0.1350545497449491;0.1158385046391131;0.1651742679840944;0.1651742679840944
842;4;0.0709259649756998;0.0644329638109009;0.0715096196328875;0.0715096196328875
842;10;0.13477025344419;0.1053823000763144;0.1397193939028798;0.1397193939028798
843;5;0.0976855896292726;0.11856975740049;0.1143203749447724;0.1143203749447724
843;2;0.0940694410973209;0.0853604349921677;0.1293981202554524;0.1293981202554524
843;7;0.1544551050327348;0.1225404918263244;0.1835060449050086;0.1835060449050086
843;8;0.1204355695465317;0.1003992699923685;0.1567815650479977;0.1567815650479977
843;1;0.0948997369160943;0.1080790356267823;0.1283908452825641;0.1283908452825641
843;9;0.1323502831666465;0.1058799754990561;0.1558991796200345;0.1558991796200345
843;3;0.1581258535164879;0.1549069667028156;0.1626444702172952;0.1626444702172952
843;6;0.0529870566734948;0.0585593896855042;0.0603530294814636;0.0603530294814636
843;4;0.1063054785717154;0.1121489285857733;0.1213386653010402;0.1213386653010402
843;10;0.0771365525966984;0.0510616238904285;0.0954287916214805;0.0954287916214805
844;5;0.1518543900871591;0.1304882365345222;0.182409025183757;0.182409025183757
844;2;0.1096887928264449;0.0877383570309675;0.1110098606257782;0.1110098606257782
844;7;0.1027797023737799;0.0855876209985138;0.1114843153793629;0.1114843153793629
844;8;0.1194013083905691;0.087057426597582;0.135021287705346;0.135021287705346
844;1;0.098618181909467;0.1027351437924248;0.1227858778166044;0.1227858778166044
844;9;0.1384579467405711;0.1250884895770574;0.1612669197092019;0.1612669197092019
844;3;0.040381998835201;0.0418819285456079;0.0589189962646101;0.0589189962646101
844;6;0.1187141021006547;0.1154795256456601;0.147733035104631;0.147733035104631
844;4;0.0398334889745752;0.0356631823111218;0.0568755773788006;0.0568755773788006
844;10;0.1301982919628871;0.1216850925814355;0.1523991344338675;0.1523991344338675
849;4;0.187607944732297;0.1696257330200425;0.212804253524521;0.212804253524521
849;1;0.1077150359481061;0.0899901343535365;0.1234705737639073;0.1234705737639073
849;2;0.0994836225248021;0.0817656243724143;0.1157267943928987;0.1157267943928987
849;3;0.134257515965779;0.1141741474876491;0.1500852261316624;0.1500852261316624
847;5;0.1505063361047516;0.1184549092260111;0.178954793750251;0.178954793750251
847;2;0.1469014841145519;0.1288012862995541;0.1684352030365104;0.1684352030365104
847;7;0.1445800447845122;0.1213242308310238;0.1653010402859782;0.1653010402859782
847;8;0.0978763756677511;0.0790764198497811;0.1051005141181668;0.1051005141181668
847;1;0.1210857482829256;0.1027979023577137;0.1430368116640559;0.1430368116640559
847;9;0.1407247861188095;0.1361208177692091;0.1582155982648511;0.1582155982648511
847;3;0.1274061633931799;0.0992827951158774;0.1457216230871189;0.1457216230871189
847;6;0.1668844388882194;0.1414873026870707;0.206117328392979;0.206117328392979
847;4;0.1576645780616138;0.1223528437161103;0.1876186136883962;0.1876186136883962
847;10;0.1383292916817287;0.125649551150741;0.1594557075149616;0.1594557075149616
848;4;0.0773329869060529;0.0638342470980439;0.0894880658312246;0.0894880658312246
848;1;0.1017015102221151;0.0808706872313933;0.1149435674980921;0.1149435674980921
848;2;0.1295456028838816;0.1132459483070249;0.1591858456842189;0.1591858456842189
848;3;0.1101211993412861;0.1041811011366831;0.1278335492227979;0.1278335492227979
848;5;0.1017015102221151;0.0808706872313933;0.1149435674980921;0.1149435674980921
848;6;0.1295456028838816;0.1132459483070249;0.1591858456842189;0.1591858456842189
848;7;0.1101211993412861;0.1041811011366831;0.1278335492227979;0.1278335492227979
848;8;0.1295456028838816;0.1132459483070249;0.1591858456842189;0.1591858456842189
848;9;0.1101211993412861;0.1041811011366831;0.1278335492227979;0.1278335492227979
