RUN_ID;Experiment_ID;abrasion0;abrasion1;abrasion2;abrasion3
850;4;0.0928293318472105;0.0719489295899104;0.1073108707876451;0.1073108707876451
850;1;0.1679381551994216;0.1480411796602;0.1892490812146041;0.1892490812146041
850;2;0.153872705546853;0.1399258695826806;0.1768762300678796;0.1768762300678796
850;3;0.1502038398200586;0.1256049925693858;0.1817073844238261;0.1817073844238261
841;5;0.042171873117243;0.0381885869783508;0.0645189430453468;0.0645189430453468
841;2;0.043665526971121;0.036357292043218;0.0441644575651684;0.0441644575651684
841;7;0.1284460728200184;0.1028123368277302;0.1629243734184841;0.1629243734184841
841;8;0.0490596256577097;0.040216316222838;0.0807853355826003;0.0807853355826003
841;1;0.1067717747118126;0.1190906534923886;0.1333104892155681;0.1333104892155681
841;9;0.0300224424629473;0.0250707916616459;0.0394349720849901;0.0394349720849901
841;3;0.044640167490059;0.0593093545407077;0.0555419578664096;0.0555419578664096
841;6;0.0451685946097923;0.0360529130015664;0.0717669297505723;0.0717669297505723
841;4;0.1143178646021609;0.0972261969313571;0.1313486564646342;0.1313486564646342
841;10;0.0266203006386311;0.0236329929308752;0.0374668634775274;0.0374668634775274
